"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","774018","","","","0"
"2021-08","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1047468","","","","0"
"2021-09","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","913388","","","","0"
"2021-10","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1078931","","","","0"
"2021-11","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","935181","","","","0"
"2021-12","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","867496","","","","0"
"2022-01","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","866373","","","","0"
"2022-02","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1220909","","","","0"
"2022-03","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","878284","","","","0"
"2022-04","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1147315","","","","0"
"2022-05","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","901480","","","","0"
"2022-06","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","663214","","","","0"
"2022-07","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","813408","","","","0"
"2022-08","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","890624","","","","0"
"2022-09","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","853555","","","","0"
"2022-10","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","792321","","","","0"
"2022-11","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","801751","","","","0"
"2022-12","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","991254","","","","0"
"2023-01","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1027735","","","","0"
"2023-02","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","810399","","","","0"
"2023-03","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1545420","","","","0"
"2023-04","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","709038","","","","0"
"2023-05","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1039035","","","","0"
"2023-06","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1500652","","","","0"
"2023-07","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1127209","","","","0"
"2023-08","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","901533","","","","0"
"2023-09","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","841620","","","","0"
"2023-10","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","909274","","","","0"
"2023-11","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1066279","","","","0"
"2023-12","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","884667","","","","0"
"2024-01","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1055971","","","","0"
"2024-02","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1006401","","","","0"
"2024-03","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","708522","","","","0"
"2024-04","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","895406","","","","0"
"2024-05","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","927157","","","","0"
"2024-06","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","716833","","","","0"
"2024-07","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","850896","","","","0"
"2024-08","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","749824","","","","0"
"2024-09","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","907808","","","","0"
"2024-10","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","886479","","","","0"
"2024-11","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","1081932","","","","0"
"2024-12","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","754076","","","","0"
"2025-01","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","557303","","","","0"
"2025-02","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","761741","","","","0"
"2025-03","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","748517","","","","0"
"2020-01","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","180156","","","","0"
"2020-02","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","90294","","","","0"
"2020-03","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","114971","","","","0"
"2020-04","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","56222","","","","0"
"2020-05","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","230697","","","","0"
"2020-06","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","282633","","","","0"
"2020-07","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","172779","","","","0"
"2020-08","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","124838","","","","0"
"2020-09","Quebec","2021A000224","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843534","6.36.1.1.2","157118","","","","0"
