"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-01","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1371.0","","","","1"
"2021-02","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1365.6","","","","1"
"2021-03","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1376.0","","","","1"
"2021-04","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1359.2","","","","1"
"2021-05","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1351.9","","","","1"
"2021-06","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1352.0","","","","1"
"2021-07","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1352.8","","","","1"
"2021-08","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1362.8","","","","1"
"2021-09","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1374.0","","","","1"
"2021-10","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1345.9","","","","1"
"2021-11","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1361.6","","","","1"
"2021-12","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1355.5","","","","1"
"2022-01","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1373.0","","","","1"
"2022-02","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1380.7","","","","1"
"2022-03","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1383.6","","","","1"
"2022-04","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1383.3","","","","1"
"2022-05","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1394.8","","","","1"
"2022-06","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1398.2","","","","1"
"2022-07","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1403.5","","","","1"
"2022-08","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1399.4","","","","1"
"2022-09","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1410.7","","","","1"
"2022-10","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1416.1","","","","1"
"2022-11","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1407.9","","","","1"
"2022-12","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1409.3","","","","1"
"2023-01","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1416.5","","","","1"
"2023-02","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1441.7","","","","1"
"2023-03","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1429.2","","","","1"
"2023-04","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1437.2","","","","1"
"2023-05","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1430.5","","","","1"
"2023-06","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1440.6","","","","1"
"2023-07","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1431.4","","","","1"
"2023-08","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1444.3","","","","1"
"2023-09","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1443.4","","","","1"
"2023-10","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1443.9","","","","1"
"2023-11","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1441.8","","","","1"
"2023-12","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1460.0","","","","1"
"2024-01","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1454.8","","","","1"
"2024-02","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1456.9","","","","1"
"2024-03","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1468.0","","","","1"
"2024-04","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1472.0","","","","1"
"2024-05","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1478.2","","","","1"
"2024-06","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1462.0","","","","1"
"2024-07","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1465.2","","","","1"
"2024-08","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1460.0","","","","1"
"2024-09","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1462.5","","","","1"
"2024-10","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1462.9","","","","1"
"2024-11","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1459.2","","","","1"
"2024-12","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1465.4","","","","1"
"2025-01","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1481.9","","","","1"
"2025-02","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1470.2","","","","1"
"2025-03","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1490.7","","","","1"
"2025-04","British Columbia","2021A000259","Labour force","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064718","11.2.3.1.1.1","1493.6","","","","1"
"2020-01","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2681.3","","","","1"
"2020-02","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2678.8","","","","1"
"2020-03","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2503.2","","","","1"
"2020-04","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2247.3","","","","1"
"2020-05","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2301.2","","","","1"
"2020-06","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2429.6","","","","1"
"2020-07","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2500.5","","","","1"
"2020-08","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2519.0","","","","1"
"2020-09","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2586.3","","","","1"
"2020-10","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2619.4","","","","1"
